コード,銘柄名,ネットキャッシュ比率,ネットキャッシュ(億円),時価総額(億円),流動資産,投資有価証券,負債,決算期,市場
1798.T,守谷商会,0.818,91.3,111.7,26528817000,1154986000,18203167000,2025-03-31,スタンダード（内国株式）
9475.T,昭文社ホールディングス,0.817,68.5,83.8,10227143000,2885006000,5396262000,2025-03-31,スタンダード（内国株式）
7228.T,デイトナ,0.816,71.5,87.7,9275962000,120673000,2208963000,2025-12-31,スタンダード（内国株式）
9996.T,サトー商会,0.815,144.5,177.3,17127454000,9506389000,9328687000,2025-03-31,スタンダード（内国株式）
9339.T,コーチ・エィ,0.813,23.9,29.4,3647854000,47552000,1289813000,2025-12-31,スタンダード（内国株式）
4918.T,アイビー化粧品,0.812,13.7,16.9,2472064000,0,1098790000,2025-03-31,スタンダード（内国株式）
5449.T,大阪製鐵,0.811,640.0,789.3,108890000000,553000000,45277000000,2025-03-31,スタンダード（内国株式）
6265.T,コンバム,0.811,38.8,47.8,3867515000,538229000,363708000,2025-12-31,スタンダード（内国株式）
5129.T,ＦＩＸＥＲ,0.811,34.0,41.9,4050000000,53000000,687000000,2025-08-31,グロース（内国株式）
3089.T,テクノアルファ,0.81,18.1,22.4,2760077000,100000000,1016046000,2025-11-30,スタンダード（内国株式）
5189.T,櫻護謨,0.81,48.5,59.9,11990698000,559125000,7530138000,2025-03-31,スタンダード（内国株式）
6338.T,タカトリ,0.81,80.0,98.8,12973691000,962873000,5645327000,2025-09-30,スタンダード（内国株式）
8041.T,ＯＵＧホールディングス,0.809,187.8,232.1,68521000000,7108000000,54717000000,2025-03-31,スタンダード（内国株式）
9955.T,ヨンキュウ,0.808,270.2,334.6,32170688000,11902726000,13482473000,2025-03-31,スタンダード（内国株式）
9908.T,日本電計,0.808,233.6,289.0,65661676000,1649038000,43456011000,2025-03-31,スタンダード（内国株式）
4406.T,新日本理化,0.808,60.2,74.6,17584000000,9950000000,18525000000,2025-03-31,スタンダード（内国株式）
3766.T,システムズ・デザイン,0.804,35.4,44.0,4829071000,695603000,1778008000,2025-03-31,スタンダード（内国株式）
7031.T,インバウンドテック,0.801,12.0,15.0,2064593000,0,860235000,2025-03-31,グロース（内国株式）
3437.T,特殊電極,0.8,34.9,43.7,7610098000,200812000,4256267000,2025-03-31,スタンダード（内国株式）
5458.T,高砂鐵工,0.797,29.8,37.3,7270000000,22000000,4310000000,2025-03-31,スタンダード（内国株式）
7567.T,栄電子,0.797,24.6,30.8,4125519000,785651000,2218444000,2025-03-31,スタンダード（内国株式）
6034.T,ＭＲＴ,0.796,27.7,34.8,2893463000,2441553000,1831046000,2025-12-31,グロース（内国株式）
5906.T,エムケー精工,0.795,89.4,112.5,16843687000,2419849000,9594715000,2025-03-31,スタンダード（内国株式）
7287.T,日本精機,0.795,1217.0,1531.7,216499000000,24379000000,111865000000,2025-03-31,スタンダード（内国株式）
7922.T,三光産業,0.794,44.2,55.7,6603462000,1262473000,3070529000,2025-03-31,スタンダード（内国株式）
9906.T,藤井産業,0.793,266.3,335.7,50413385000,4061644000,26625587000,2025-03-31,スタンダード（内国株式）
6316.T,丸山製作所,0.792,77.3,97.5,22700000000,4762000000,18308000000,2025-09-30,スタンダード（内国株式）
5820.T,三ッ星,0.791,22.3,28.2,7991076000,466748000,6087908000,2025-03-31,スタンダード（内国株式）
6030.T,アドベンチャー,0.791,73.4,92.9,24008897000,1425608000,17663416000,2024-06-30,グロース（内国株式）
8871.T,ゴールドクレスト,0.79,952.3,1204.8,173595000000,15078000000,88917000000,2025-03-31,スタンダード（内国株式）
7444.T,ハリマ共和物産,0.79,83.5,105.8,17734816000,3010399000,11490774000,2025-03-31,スタンダード（内国株式）
7523.T,アールビバン,0.79,118.6,150.2,29681055000,2336716000,19457618000,2025-03-31,スタンダード（内国株式）
9647.T,協和コンサルタンツ,0.79,33.7,42.7,6811362000,454447000,3755202000,2025-11-30,スタンダード（内国株式）
4429.T,リックソフト,0.788,26.1,33.1,6260338000,0,3649238000,2025-02-28,グロース（内国株式）
6038.T,イード,0.787,35.5,45.1,4579756000,829496000,1614050000,2025-06-30,グロース（内国株式）
6337.T,テセック,0.787,105.1,133.6,9300000000,3607000000,1311000000,2025-03-31,スタンダード（内国株式）
3377.T,バイク王＆カンパニー,0.785,42.2,53.7,9761868000,687658000,6026521000,2025-11-30,スタンダード（内国株式）
5816.T,オーナンバ,0.784,171.9,219.1,29241873000,2265691000,13642658000,2025-12-31,スタンダード（内国株式）
4591.T,リボミック,0.783,30.2,38.6,3147518000,22552000,142210000,2025-03-31,グロース（内国株式）
1716.T,第一カッター興業,0.782,124.3,159.1,14403164000,1314110000,2889484000,2025-06-30,スタンダード（内国株式）
1822.T,大豊建設,0.781,513.3,657.1,120066000000,11491000000,76779000000,2025-03-31,スタンダード（内国株式）
2481.T,タウンニュース社,0.779,28.7,36.9,2618148000,1342502000,683920000,2025-06-30,スタンダード（内国株式）
2693.T,ＹＫＴ,0.778,39.9,51.3,13102587000,2365000,9112982000,2025-12-31,スタンダード（内国株式）
1981.T,協和日成,0.776,104.4,134.6,17002068000,4181835000,9487797000,2025-03-31,スタンダード（内国株式）
6496.T,中北製作所,0.775,140.7,181.5,23192378000,2675365000,10995766000,2025-05-31,スタンダード（内国株式）
1430.T,ファーストコーポレーション,0.775,91.0,117.5,24208066000,32033000,15128862000,2025-05-31,スタンダード（内国株式）
1972.T,三晃金属工業,0.774,181.7,234.8,32486000000,10000000,14326000000,2025-03-31,スタンダード（内国株式）
6918.T,アバールデータ,0.774,158.7,205.0,16173356000,2677284000,2177301000,2025-03-31,スタンダード（内国株式）
8737.T,あかつき本社,0.774,143.3,185.2,84874066000,3772268000,73182488000,2025-03-31,スタンダード（内国株式）
3512.T,日本フエルト,0.774,124.1,160.3,11188795000,8232581000,4545032000,2025-03-31,スタンダード（内国株式）
7527.T,システムソフト,0.772,40.8,52.9,4418138000,256133000,515177000,2025-09-30,スタンダード（内国株式）
7192.T,日本モーゲージサービス,0.772,68.1,88.2,20128570000,1531000,13320160000,2025-03-31,スタンダード（内国株式）
